open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1678924800000,24282.43833158,24284.76109196,24256.73526317,24256.92371742,0,1678924859999,0,60,0,0,0
1678924860000,24257.37593737,24277.96744527,24248.57275005,24277.96744527,0,1678924919999,0,60,0,0,0
1678924920000,24277.96209285,24283.26951419,24271.77673374,24283.26951419,0,1678924979999,0,60,0,0,0
1678924980000,24288.76992983,24318.35113022,24287.24642941,24318.35113022,0,1678925039999,0,60,0,0,0
1678925040000,24316.23342446,24325.69931262,24312.03191768,24322.03575925,0,1678925099999,0,60,0,0,0
1678925100000,24322.02359914,24323.23090536,24303.90209317,24317.24293200,0,1678925159999,0,60,0,0,0
1678925160000,24316.13886353,24320.60212758,24304.98067883,24306.39946005,0,1678925219999,0,60,0,0,0
1678925220000,24305.75434596,24305.75434596,24283.82295374,24293.52749620,0,1678925279999,0,60,0,0,0
1678925280000,24290.40146187,24292.55132248,24284.33213095,24289.19454822,0,1678925339999,0,60,0,0,0
1678925340000,24290.19606351,24292.08927734,24269.30630643,24270.32908439,0,1678925399999,0,60,0,0,0
1678925400000,24270.22114229,24270.81276682,24236.64345321,24238.80818514,0,1678925459999,0,60,0,0,0
1678925460000,24237.85439366,24240.28629430,24212.17485138,24219.34641967,0,1678925519999,0,60,0,0,0
1678925520000,24215.97462787,24231.63049893,24215.45436171,24218.48708791,0,1678925579999,0,60,0,0,0
1678925580000,24218.19697485,24246.63766881,24206.71776607,24246.08518675,0,1678925639999,0,60,0,0,0
1678925640000,24245.84624751,24270.20457824,24245.62665631,24270.20457824,0,1678925699999,0,60,0,0,0
1678925700000,24270.10451576,24300.57550998,24270.10451576,24299.30406265,0,1678925759999,0,60,0,0,0
1678925760000,24300.64891570,24309.92210878,24296.94183392,24309.68847090,0,1678925819999,0,60,0,0,0
1678925820000,24308.89946465,24319.89335723,24303.55098955,24319.83495912,0,1678925879999,0,60,0,0,0
1678925880000,24320.75939523,24328.67940713,24317.35793118,24324.86839140,0,1678925939999,0,60,0,0,0
1678925940000,24323.78509530,24327.44745781,24316.34747468,24324.15969194,0,1678925999999,0,60,0,0,0
1678926000000,24325.21028647,24344.34942970,24325.21028647,24344.32760281,0,1678926059999,0,60,0,0,0
1678926060000,24345.31276623,24357.24017832,24338.49411388,24347.12560963,0,1678926119999,0,60,0,0,0
1678926120000,24347.68294615,24360.46205838,24343.44214114,24355.68305512,0,1678926179999,0,60,0,0,0
1678926180000,24355.69793185,24375.47588402,24352.04706837,24367.06854828,0,1678926239999,0,60,0,0,0
1678926240000,24367.39448617,24377.62036695,24361.61877280,24364.85422604,0,1678926299999,0,60,0,0,0
1678926300000,24362.42544204,24368.90546733,24351.39601560,24352.80725259,0,1678926359999,0,60,0,0,0
1678926360000,24353.29803344,24354.39749371,24331.80385986,24333.33330030,0,1678926419999,0,60,0,0,0
1678926420000,24333.38398820,24337.57226116,24318.00844095,24331.50836804,0,1678926479999,0,60,0,0,0
1678926480000,24331.53327170,24331.53327170,24314.22577032,24324.59671353,0,1678926539999,0,60,0,0,0
1678926540000,24324.63665177,24337.42690839,24319.01660911,24336.83564920,0,1678926599999,0,60,0,0,0
1678926600000,24336.61404645,24347.82554383,24329.42344627,24331.62316525,0,1678926659999,0,60,0,0,0
1678926660000,24330.68646873,24331.21913137,24306.83723282,24306.83723282,0,1678926719999,0,60,0,0,0
1678926720000,24307.96925459,24309.57516837,24293.68215210,24293.68215210,0,1678926779999,0,60,0,0,0
1678926780000,24293.08941285,24297.16624696,24254.52462822,24254.52462822,0,1678926839999,0,60,0,0,0
1678926840000,24256.30142910,24256.57083936,24218.85594743,24222.82404827,0,1678926899999,0,60,0,0,0
1678926900000,24222.09251090,24222.57369902,24192.44379285,24205.64506484,0,1678926959999,0,60,0,0,0
1678926960000,24207.18999190,24223.10728700,24201.03803245,24219.43015100,0,1678927019999,0,60,0,0,0
1678927020000,24221.24631335,24244.74720118,24218.23617922,24233.33004782,0,1678927079999,0,60,0,0,0
1678927080000,24235.54229742,24254.80004886,24234.08358958,24246.45662538,0,1678927139999,0,60,0,0,0
1678927140000,24244.50576833,24245.74310262,24231.70973300,24242.43138214,0,1678927199999,0,60,0,0,0
1678927200000,24242.53139703,24260.47824282,24240.94405747,24252.10930834,0,1678927259999,0,60,0,0,0
1678927260000,24251.26085501,24258.24573875,24218.24228361,24218.24228361,0,1678927319999,0,60,0,0,0
1678927320000,24219.88227395,24223.48591832,24208.20850148,24222.87732854,0,1678927379999,0,60,0,0,0
1678927380000,24222.93304061,24230.07955738,24204.67488429,24205.05891185,0,1678927439999,0,60,0,0,0
1678927440000,24204.88444516,24213.09936863,24165.64144682,24190.56080671,0,1678927499999,0,60,0,0,0
1678927500000,24186.82416357,24191.81122555,24150.28499446,24191.69865442,0,1678927559999,0,60,0,0,0
1678927560000,24193.61521234,24220.40904168,24190.56817452,24219.25714341,0,1678927619999,0,60,0,0,0
1678927620000,24219.43252295,24226.90067611,24218.47828468,24226.60112434,0,1678927679999,0,60,0,0,0
