open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1678937280000,24275.50000000,24284.13880735,24271.91998581,24284.13880735,0,1678937339999,0,60,0,0,0
1678937340000,24281.10000000,24309.28913068,24281.10000000,24308,0,1678937399999,0,60,0,0,0
1678937400000,24307.80326218,24309.74976330,24300.30000000,24302.69390424,0,1678937459999,0,60,0,0,0
1678937460000,24302.35294445,24315.71150657,24298.70000000,24314.50795924,0,1678937519999,0,60,0,0,0
1678937520000,24314.63409815,24315.87081631,24306.20000000,24312.79377131,0,1678937579999,0,60,0,0,0
1678937580000,24313.10806843,24313.81086039,24301.80000000,24301.90000000,0,1678937639999,0,60,0,0,0
1678937640000,24301.80000000,24304.10000000,24298,24298,0,1678937699999,0,60,0,0,0
1678937700000,24298,24300.60000000,24292.20000000,24292.20000000,0,1678937759999,0,60,0,0,0
1678937760000,24290.40000000,24292.14299037,24278.85737077,24281,0,1678937819999,0,60,0,0,0
1678937820000,24281,24291.75455813,24270.21039225,24275.62369603,0,1678937879999,0,60,0,0,0
1678937880000,24276.70000000,24278,24261.03833356,24263,0,1678937939999,0,60,0,0,0
1678937940000,24263.10000000,24279.46581398,24263.10000000,24277.12277820,0,1678937999999,0,60,0,0,0
1678938000000,24277.12277820,24277.42326788,24258.10000000,24262.32709376,0,1678938059999,0,60,0,0,0
1678938060000,24261.58680562,24277.22704117,24261.58680562,24273.20000000,0,1678938119999,0,60,0,0,0
1678938120000,24273.20000000,24280.75712528,24269,24277.18704859,0,1678938179999,0,60,0,0,0
1678938180000,24277.18704859,24284.31626243,24276.28177746,24278.03089903,0,1678938239999,0,60,0,0,0
1678938240000,24277.60655845,24278.10000000,24267,24267.10000000,0,1678938299999,0,60,0,0,0
1678938300000,24269.70000000,24273.19096751,24261.52499943,24272.97765349,0,1678938359999,0,60,0,0,0
1678938360000,24272.97765349,24273.12523846,24267.90000000,24269.80000000,0,1678938419999,0,60,0,0,0
1678938420000,24269.80000000,24274.62106954,24263.20000000,24263.20000000,0,1678938479999,0,60,0,0,0
1678938480000,24263.20000000,24267,24237.99529090,24248.76790946,0,1678938539999,0,60,0,0,0
1678938540000,24247.40000000,24253.55350951,24242,24253.55350951,0,1678938599999,0,60,0,0,0
1678938600000,24254.40000000,24265.14344125,24254.29942681,24265.00302439,0,1678938659999,0,60,0,0,0
1678938660000,24265.00784762,24267.43611791,24259.76188444,24259.90000000,0,1678938719999,0,60,0,0,0
1678938720000,24259.90000000,24263.72912546,24254,24254.57396154,0,1678938779999,0,60,0,0,0
1678938780000,24252.10000000,24256.95478778,24248.90000000,24256.77763517,0,1678938839999,0,60,0,0,0
1678938840000,24256.49161366,24260.48499017,24252.36686719,24254.50000000,0,1678938899999,0,60,0,0,0
1678938900000,24254.60000000,24258.40000000,24239.77775322,24242.10000000,0,1678938959999,0,60,0,0,0
1678938960000,24242.10000000,24263.60400576,24242,24261.58825198,0,1678939019999,0,60,0,0,0
1678939020000,24262.18316686,24279.39450092,24262.18316686,24279.39450092,0,1678939079999,0,60,0,0,0
1678939080000,24279.24182779,24279.24182779,24273.40000000,24277.90000000,0,1678939139999,0,60,0,0,0
1678939140000,24278,24278,24264.60000000,24272.14595403,0,1678939199999,0,60,0,0,0
1678939200000,24271.90000000,24280.82640478,24271.72579067,24280.82640478,0,1678939259999,0,60,0,0,0
1678939260000,24281.46292339,24283.94497945,24267.70000000,24281.41816131,0,1678939319999,0,60,0,0,0
1678939320000,24280.29875940,24284.06674216,24266.42154035,24266.56998061,0,1678939379999,0,60,0,0,0
1678939380000,24266.53665623,24267.30000000,24250.44742610,24258.47230366,0,1678939439999,0,60,0,0,0
1678939440000,24258.14530531,24258.14530531,24243.70000000,24246.50000000,0,1678939499999,0,60,0,0,0
1678939500000,24246.50000000,24255.66366093,24244.40000000,24250.30000000,0,1678939559999,0,60,0,0,0
1678939560000,24250.20000000,24269.98256604,24244.40000000,24269.98256604,0,1678939619999,0,60,0,0,0
1678939620000,24272.54473345,24297.61387645,24271.87575680,24297.61387645,0,1678939679999,0,60,0,0,0
1678939680000,24297.72471526,24303.56772904,24297.51717838,24301.90000000,0,1678939739999,0,60,0,0,0
1678939740000,24303.48712580,24308.82575973,24302,24308.82575973,0,1678939799999,0,60,0,0,0
1678939800000,24308.80000000,24315.18775228,24295.10000000,24295.20000000,0,1678939859999,0,60,0,0,0
1678939860000,24295.20000000,24299.50000000,24288.30000000,24289,0,1678939919999,0,60,0,0,0
1678939920000,24289,24291.40000000,24276,24286.70569560,0,1678939979999,0,60,0,0,0
1678939980000,24288.62858601,24298.76787027,24287.87576366,24294.71215495,0,1678940039999,0,60,0,0,0
1678940040000,24297.48397007,24308.28116572,24295.27300452,24295.28496375,0,1678940099999,0,60,0,0,0
1678940100000,24295.28496375,24296.50094551,24286.39436896,24286.55595311,0,1678940159999,0,60,0,0,0
1678940160000,24287.66753412,24289.86583378,24277,24279,0,1678940219999,0,60,0,0,0
1678940220000,24279.10000000,24280.80000000,24266.60000000,24272.30000000,0,1678940279999,0,60,0,0,0
1678940280000,24271.79080700,24279.50374271,24270.88055363,24274.40000000,0,1678940339999,0,60,0,0,0
1678940340000,24274.11654114,24281.43274328,24273.91217612,24278.80000000,0,1678940399999,0,60,0,0,0
1678940400000,24278.70000000,24280.90000000,24265.70000000,24267.60000000,0,1678940459999,0,60,0,0,0
1678940460000,24267.50000000,24271.78389229,24260.90000000,24260.90000000,0,1678940519999,0,60,0,0,0
1678940520000,24260.90000000,24270.19905834,24260.50000000,24269.92634632,0,1678940579999,0,60,0,0,0
1678940580000,24269.92634632,24278.39889284,24269.92634632,24272.50000000,0,1678940639999,0,60,0,0,0
1678940640000,24273.20000000,24280.48644245,24273.20000000,24278.74450732,0,1678940699999,0,60,0,0,0
1678940700000,24279,24295.55030787,24278.43456987,24295.01902025,0,1678940759999,0,60,0,0,0
